SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,TEAM_COUNT,SEASON
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100587,2022-01-07T00:00:00,OKC vs. MIN,L,29.883333333333333,3,6,0.5,0,2,0.0,4,4,1.0,1,4,5,5,3,1,0,0,3,2,10,-30,23.5,0,0,22.0,1,18,18,18,40,40,52,12,34,40,34,1,4,1,30,41,40,32,25,10,17,1,44,15,35,54,46,17,5,44,1,29:53,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100601,2022-01-09T00:00:00,OKC vs. DEN,L,32.43333333333333,4,10,0.4,3,5,0.6,0,0,0.0,1,6,7,8,2,1,0,0,1,0,11,-8,32.4,0,0,31.0,1,18,18,18,22,33,37,31,2,10,5,26,27,26,30,19,27,12,36,10,17,1,9,43,31,34,28,17,5,24,1,32:26,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100612,2022-01-11T00:00:00,OKC @ WAS,L,35.99666666666667,8,15,0.533,2,6,0.333,0,0,0.0,2,4,6,8,2,2,0,3,1,1,18,-2,41.2,0,0,38.0,1,18,18,18,8,4,12,9,9,4,16,26,27,26,15,41,37,12,36,4,17,48,9,31,8,19,7,17,5,7,1,35:60,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100630,2022-01-13T00:00:00,OKC @ BKN,W,31.066666666666666,8,17,0.471,3,11,0.273,0,0,0.0,1,2,3,7,2,1,0,1,1,0,19,-3,34.1,0,0,34.0,1,1,1,1,31,4,5,16,2,1,22,26,27,26,30,51,51,20,36,10,17,27,9,43,4,23,22,17,5,16,1,31:04,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100646,2022-01-15T00:00:00,OKC vs. CLE,L,29.983333333333334,5,8,0.625,1,2,0.5,0,0,0.0,3,7,10,3,6,0,1,0,2,1,11,-5,24.5,1,0,27.0,1,18,18,18,39,25,47,2,15,40,8,26,27,26,8,12,12,46,2,38,5,1,28,31,31,28,42,1,5,37,1,29:59,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100663,2022-01-17T00:00:00,OKC @ DAL,L,32.21333333333333,4,10,0.4,2,4,0.5,0,0,0.0,2,4,6,5,4,1,0,1,1,0,10,6,23.7,0,0,25.0,1,18,18,18,24,33,37,31,9,23,8,26,27,26,15,41,37,32,8,10,17,27,9,43,35,5,44,17,5,38,1,32:13,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100676,2022-01-19T00:00:00,OKC @ SAS,L,32.666666666666664,4,16,0.25,0,5,0.0,1,2,0.5,5,6,11,8,4,0,0,3,0,2,9,-12,30.2,0,0,28.0,1,18,18,18,21,33,8,48,34,10,34,19,15,17,2,19,8,12,8,38,17,48,1,15,38,39,31,17,5,34,1,32:40,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100684,2022-01-21T00:00:00,OKC @ CHA,L,32.95333333333333,10,17,0.588,1,4,0.25,0,0,0.0,3,6,9,3,1,0,0,0,1,0,21,-2,35.3,0,0,34.0,1,18,18,18,18,2,5,4,15,23,23,26,27,26,8,19,17,46,46,38,17,1,9,43,3,19,18,17,5,16,1,32:57,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100695,2022-01-22T00:00:00,OKC @ CLE,L,33.83833333333333,3,12,0.25,1,6,0.167,1,2,0.5,2,3,5,3,3,2,0,1,6,3,8,-16,21.5,0,0,21.0,1,18,18,18,12,40,26,48,15,4,31,19,15,17,15,48,40,46,25,4,17,27,54,7,41,46,48,17,5,46,1,33:50,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100730,2022-01-24T00:00:00,OKC vs. CHI,L,30.95,4,11,0.364,0,5,0.0,1,2,0.5,3,5,8,6,4,0,0,0,0,1,9,-6,23.6,0,0,23.0,1,18,18,18,32,33,32,38,34,10,34,19,15,17,8,31,23,27,8,38,17,1,1,31,38,29,45,17,5,43,1,30:57,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100741,2022-01-28T00:00:00,OKC vs. IND,L,39.65,7,15,0.467,1,6,0.167,0,0,0.0,2,8,10,5,2,1,0,1,1,1,15,6,35.5,1,0,33.0,1,18,18,18,1,10,12,17,15,4,31,26,27,26,15,8,12,32,36,10,17,27,9,31,16,5,17,1,5,21,1,39:39,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100765,2022-01-31T00:00:00,OKC vs. POR,W,32.68333333333333,5,12,0.417,0,2,0.0,4,4,1.0,1,11,12,4,4,0,1,2,2,4,14,15,33.4,1,0,32.0,1,1,1,1,20,25,26,27,34,40,34,1,4,1,30,3,4,38,8,38,5,42,28,2,21,2,24,1,5,22,1,32:41,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100778,2022-02-02T00:00:00,OKC @ DAL,W,36.80833333333333,7,13,0.538,0,3,0.0,0,0,0.0,4,3,7,10,6,2,0,1,1,1,14,16,37.4,1,0,35.0,1,1,1,1,4,10,21,7,34,33,34,26,27,26,4,48,27,4,2,4,17,27,9,31,21,1,13,1,5,15,1,36:49,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100795,2022-02-04T00:00:00,OKC @ POR,W,35.61666666666667,7,15,0.467,2,6,0.333,0,0,0.0,2,5,7,3,4,1,0,0,2,2,16,-2,27.9,0,0,30.0,1,1,1,1,9,10,12,17,9,4,16,26,27,26,15,31,27,46,8,10,17,1,28,15,14,19,36,17,5,27,1,35:37,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100801,2022-02-05T00:00:00,OKC @ SAC,L,37.6,10,19,0.526,1,5,0.2,3,5,0.6,0,4,4,8,4,0,0,2,2,4,24,-8,36.8,0,0,37.0,1,18,18,18,3,2,2,11,15,10,28,5,3,16,45,41,48,12,8,38,17,42,28,2,2,34,15,17,5,8,1,37:36,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100813,2022-02-07T00:00:00,OKC vs. GSW,L,30.2,6,16,0.375,0,3,0.0,4,4,1.0,3,8,11,7,4,1,0,0,3,2,16,-2,38.7,1,0,36.0,1,18,18,18,36,19,8,36,34,33,34,1,4,1,8,8,8,20,8,10,17,1,44,15,14,19,11,1,5,10,1,30:12,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100827,2022-02-09T00:00:00,OKC vs. TOR,L,28.55,6,11,0.545,1,4,0.25,0,0,0.0,3,6,9,6,2,1,0,0,0,1,13,-14,33.8,0,0,31.0,1,18,18,18,45,19,32,5,15,23,23,26,27,26,8,19,17,27,36,10,17,1,1,31,27,42,23,17,5,24,1,28:33,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100840,2022-02-11T00:00:00,OKC @ PHI,L,23.93166666666667,2,7,0.286,1,2,0.5,4,4,1.0,1,6,7,5,4,0,1,1,2,3,9,-12,23.9,0,0,24.0,1,18,18,18,53,48,50,45,15,40,8,1,4,1,30,19,27,32,8,38,5,27,28,7,38,39,43,17,5,40,1,23:56,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100852,2022-02-12T00:00:00,OKC @ CHI,L,32.766666666666666,4,10,0.4,1,2,0.5,2,2,1.0,1,11,12,10,3,0,0,0,0,2,11,-3,37.4,1,1,34.0,1,18,18,18,19,33,37,31,15,40,8,10,15,1,30,3,4,4,25,38,17,1,1,15,31,23,13,1,1,16,1,32:46,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100860,2022-02-14T00:00:00,OKC @ NYK,W,38.733333333333334,11,22,0.5,3,4,0.75,3,6,0.5,2,9,11,12,7,1,0,4,1,6,28,6,55.2,1,1,56.0,1,1,1,1,2,1,1,12,2,23,2,5,1,17,15,7,8,2,1,10,17,54,9,1,1,5,2,1,1,1,1,38:44,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100881,2022-02-16T00:00:00,OKC vs. SAS,L,33.455,8,18,0.444,1,4,0.25,0,0,0.0,4,6,10,10,3,1,0,1,2,0,17,0,44.0,1,1,40.0,1,18,18,18,17,4,3,23,15,23,23,26,27,26,4,19,12,4,25,10,17,27,28,43,10,14,4,1,1,4,1,33:27,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100893,2022-02-24T00:00:00,OKC vs. PHX,L,36.76833333333333,7,15,0.467,0,3,0.0,1,1,1.0,3,6,9,6,4,2,0,0,1,1,15,-17,36.8,0,0,34.0,1,18,18,18,5,10,12,17,34,33,34,19,25,1,8,19,17,27,8,4,17,1,9,31,16,50,15,17,5,16,1,36:46,1,2021-22
